Age,Job,MaritalStatus,EducationLevel,CurrentCustomer,UsesRelevantService,ContactMeans,ContactDay,ContactMonth,ContactsTotal,DaysFromPrevAttempt,PrevAttempts,PrevOutcome,CallStartTime,CallEndTime,Outcome
25,student,single,secondary,0,0,mobile-phone,24,may,2,353,3,other,17:41:04,17:46:27,1
29,construction worker,married,secondary,1,0,mobile-phone,15,may,3,354,2,failure,10:19:50,10:20:53,0
75,self-employed,married,,0,0,telephone,28,oct,1,-1,0,,11:44:56,11:53:25,1
35,engineer,married,tertiary,0,0,mobile-phone,30,apr,2,-1,0,,13:25:06,13:40:55,1
47,engineer,married,secondary,1,0,,27,may,5,-1,0,,11:07:22,11:09:47,0
31,data analyst,single,tertiary,0,0,mobile-phone,9,sep,1,295,1,failure,15:26:03,15:31:47,1
39,data analyst,single,tertiary,1,0,mobile-phone,27,aug,3,-1,0,,13:58:56,13:59:33,0
54,unemployed,married,secondary,1,0,mobile-phone,15,may,5,372,2,failure,17:31:55,17:43:28,1
30,data analyst,single,tertiary,0,0,mobile-phone,2,jun,1,-1,0,,11:47:46,11:49:37,0
25,technician,single,secondary,0,1,mobile-phone,12,oct,1,-1,0,,10:50:06,10:52:24,1
58,civil servant,divorced,secondary,0,0,mobile-phone,13,nov,1,93,1,success,13:55:30,14:03:45,1
53,,married,primary,0,0,mobile-phone,27,oct,2,-1,0,,09:01:01,09:13:40,1
38,technician,married,,1,1,,8,may,2,-1,0,,12:10:56,12:11:16,0
33,technician,single,secondary,1,1,mobile-phone,4,feb,1,273,1,call-again,14:17:39,14:19:43,0
29,civil servant,divorced,secondary,1,0,mobile-phone,7,may,1,-1,0,,15:07:40,15:11:40,0
57,retired,married,primary,0,0,,11,jun,5,-1,0,,11:24:06,11:27:27,0
35,data analyst,single,tertiary,1,0,mobile-phone,6,may,1,169,2,success,09:20:26,09:25:37,0
36,unemployed,married,secondary,1,0,mobile-phone,2,feb,1,263,3,other,17:10:07,17:12:01,0
30,engineer,single,secondary,0,0,mobile-phone,11,feb,8,-1,0,,09:09:44,09:11:36,1
30,data analyst,single,tertiary,1,0,mobile-phone,17,mar,2,-1,0,,11:13:06,11:18:31,1
52,construction worker,divorced,primary,1,0,,15,may,1,-1,0,,09:58:35,10:11:10,1
28,student,single,,0,0,mobile-phone,4,dec,3,310,2,failure,12:15:34,12:19:26,1
24,engineer,single,secondary,1,0,mobile-phone,7,may,1,-1,0,,14:45:02,14:46:01,0
59,data analyst,married,tertiary,1,0,mobile-phone,29,apr,1,-1,0,,16:29:30,16:33:00,1
33,construction worker,married,primary,1,0,mobile-phone,19,nov,1,183,2,failure,09:23:35,09:27:46,0
31,construction worker,divorced,secondary,0,0,,3,jun,2,-1,0,,17:34:06,17:36:23,0
34,technician,single,tertiary,1,0,mobile-phone,13,may,3,-1,0,,12:29:56,12:40:16,1
34,engineer,married,secondary,1,0,mobile-phone,7,may,2,287,3,other,16:42:56,17:13:02,1
37,civil servant,married,secondary,1,0,,4,jun,5,-1,0,,12:28:27,12:30:32,0
50,construction worker,married,primary,0,0,telephone,5,apr,1,-1,0,,10:34:08,10:41:44,1
34,construction worker,married,secondary,1,0,mobile-phone,12,nov,1,92,3,success,10:16:08,10:23:01,1
28,construction worker,single,secondary,1,0,,28,may,1,-1,0,,17:21:12,17:31:27,0
55,engineer,married,secondary,0,0,telephone,27,aug,6,-1,0,,16:09:12,16:18:26,0
31,data analyst,married,tertiary,1,0,mobile-phone,26,apr,2,-1,0,,09:22:12,09:33:40,1
45,technician,married,tertiary,1,0,,19,jun,3,-1,0,,10:37:08,10:51:03,1
27,technician,single,secondary,0,0,mobile-phone,2,feb,3,-1,0,,13:01:49,13:03:11,0
42,engineer,divorced,secondary,0,0,mobile-phone,13,aug,1,182,2,other,15:29:46,15:40:19,1
31,civil servant,single,tertiary,0,0,,20,may,3,-1,0,,09:06:36,09:07:48,0
36,self-employed,married,secondary,1,0,mobile-phone,9,feb,7,248,9,success,16:46:53,16:47:01,0
32,technician,married,tertiary,1,0,mobile-phone,5,feb,1,175,5,failure,13:08:34,13:21:37,1
31,data analyst,single,tertiary,0,0,mobile-phone,6,aug,1,-1,0,,15:12:50,15:15:30,0
27,construction worker,married,,1,0,mobile-phone,18,may,1,-1,0,,10:21:43,10:30:28,1
57,data analyst,married,tertiary,1,0,mobile-phone,15,may,2,365,2,failure,14:04:59,14:07:48,0
39,construction worker,single,tertiary,0,0,mobile-phone,3,jun,1,-1,0,,14:55:41,15:04:40,1
26,student,single,tertiary,0,0,mobile-phone,21,apr,4,-1,0,,14:03:35,14:11:19,1
32,data analyst,married,tertiary,0,0,mobile-phone,12,nov,1,92,5,failure,12:40:44,12:42:50,1
52,construction worker,single,primary,1,0,mobile-phone,21,nov,1,-1,0,,09:35:14,09:38:51,0
41,engineer,married,secondary,1,1,,2,jun,6,-1,0,,17:38:06,17:39:29,0
41,engineer,single,secondary,1,0,telephone,24,jul,2,-1,0,,15:05:22,15:07:55,0
39,construction worker,married,secondary,1,0,mobile-phone,13,may,1,-1,0,,09:10:50,09:20:40,1
35,engineer,married,tertiary,1,0,mobile-phone,6,aug,6,-1,0,,15:12:08,15:14:14,0
30,data analyst,single,tertiary,1,0,mobile-phone,20,oct,2,92,3,failure,12:58:57,13:04:13,0
59,retired,married,primary,0,1,mobile-phone,25,jul,1,-1,0,,11:16:00,11:18:33,0
34,engineer,divorced,secondary,1,0,mobile-phone,5,aug,2,183,10,failure,17:54:34,17:58:39,1
38,construction worker,married,secondary,1,0,mobile-phone,4,feb,1,-1,0,,14:11:47,14:16:53,0
37,technician,single,tertiary,0,0,mobile-phone,6,feb,1,-1,0,,11:44:15,11:46:36,1
37,data analyst,married,tertiary,0,0,mobile-phone,24,aug,1,83,1,other,14:17:16,14:22:31,0
44,technician,married,secondary,1,0,mobile-phone,8,may,3,-1,0,,14:15:17,14:19:39,0
41,student,single,secondary,1,0,,18,sep,1,107,2,success,14:43:39,14:44:01,0
44,civil servant,married,secondary,1,0,mobile-phone,30,jul,3,-1,0,,17:52:51,17:57:45,0
58,unemployed,married,tertiary,1,0,mobile-phone,5,feb,8,-1,0,,12:37:14,12:37:33,0
38,engineer,single,secondary,1,0,mobile-phone,19,nov,1,-1,0,,09:59:52,10:00:59,0
46,data analyst,married,tertiary,1,0,mobile-phone,10,may,6,53,6,success,12:50:47,13:00:30,1
32,construction worker,married,secondary,1,0,mobile-phone,7,apr,3,322,2,failure,17:34:14,17:39:07,0
51,data analyst,single,,0,0,mobile-phone,22,feb,5,294,1,failure,09:31:27,09:33:50,0
33,civil servant,married,secondary,0,0,mobile-phone,12,nov,1,92,4,failure,15:17:15,15:21:28,1
56,retired,married,tertiary,0,0,mobile-phone,23,jul,3,-1,0,,14:33:00,14:35:02,0
36,construction worker,married,primary,1,0,mobile-phone,13,may,2,-1,0,,16:03:31,16:05:36,0
61,construction worker,married,primary,0,0,mobile-phone,6,aug,2,94,3,success,13:54:28,14:03:50,1
37,self-employed,divorced,secondary,0,0,mobile-phone,2,feb,3,5,5,other,16:27:08,16:29:15,0
60,data analyst,married,tertiary,0,0,mobile-phone,21,aug,1,-1,0,,11:15:10,11:15:46,0
53,entrepreneur,married,,0,0,mobile-phone,31,jul,2,-1,0,,15:05:41,15:07:38,0
39,retired,divorced,primary,0,0,mobile-phone,29,aug,2,-1,0,,16:44:19,16:47:43,0
28,construction worker,single,secondary,1,0,mobile-phone,1,jun,2,91,12,success,17:21:03,17:23:37,1
29,construction worker,married,secondary,1,0,telephone,14,jul,3,-1,0,,13:10:59,13:12:48,0
44,entrepreneur,married,tertiary,1,0,,6,may,2,-1,0,,09:57:25,10:03:11,0
38,construction worker,married,secondary,0,0,,16,jun,9,-1,0,,13:18:31,13:40:34,1
28,technician,single,secondary,0,0,mobile-phone,9,feb,2,-1,0,,09:37:15,09:56:58,1
25,technician,single,tertiary,0,0,mobile-phone,31,aug,2,-1,0,,09:49:39,09:54:10,1
30,student,single,,0,0,mobile-phone,2,feb,1,-1,0,,16:12:05,16:15:29,1
68,retired,married,secondary,0,0,mobile-phone,18,feb,1,-1,0,,14:56:20,15:04:15,1
56,engineer,married,secondary,0,0,,13,may,3,-1,0,,10:38:24,10:39:06,0
43,construction worker,married,secondary,1,0,,6,may,2,-1,0,,17:33:04,17:39:15,0
60,engineer,divorced,secondary,1,1,mobile-phone,6,feb,1,262,1,failure,14:59:37,15:27:15,1
33,technician,married,secondary,1,0,,26,may,2,-1,0,,15:44:42,15:48:40,0
31,data analyst,single,secondary,1,0,mobile-phone,8,may,1,303,1,failure,13:14:31,13:15:21,0
33,construction worker,married,primary,0,0,mobile-phone,18,nov,1,-1,0,,16:04:53,16:16:12,0
36,technician,divorced,secondary,1,0,mobile-phone,18,nov,3,189,1,failure,13:48:36,13:51:10,0
29,technician,married,tertiary,1,0,,6,jun,3,-1,0,,17:29:22,17:34:33,0
52,data analyst,married,tertiary,0,0,mobile-phone,19,aug,3,-1,0,,13:45:24,14:02:36,1
77,data analyst,married,,1,0,mobile-phone,23,apr,2,182,5,success,12:10:38,12:16:39,1
35,data analyst,single,tertiary,1,0,mobile-phone,5,may,4,15,3,success,11:37:44,11:41:18,0
32,construction worker,single,secondary,1,0,mobile-phone,14,aug,3,-1,0,,11:35:03,11:36:42,0
60,data analyst,married,tertiary,1,0,mobile-phone,11,jul,2,-1,0,,13:42:58,14:01:38,1
34,data analyst,married,secondary,1,0,mobile-phone,17,apr,1,344,1,failure,11:12:03,11:23:55,1
28,data analyst,single,tertiary,0,0,mobile-phone,2,jul,2,-1,0,,11:30:25,11:35:01,1
36,data analyst,married,tertiary,0,0,mobile-phone,23,jul,1,-1,0,,17:47:19,17:49:24,0
31,engineer,single,secondary,0,0,telephone,29,jan,3,-1,0,,10:34:05,10:42:53,0
36,data analyst,married,tertiary,0,1,mobile-phone,18,nov,2,152,1,other,16:02:00,16:04:15,0
60,data analyst,married,tertiary,0,0,mobile-phone,30,oct,1,270,1,failure,11:20:43,11:25:37,1
33,civil servant,married,secondary,1,0,mobile-phone,7,apr,2,138,2,failure,16:09:55,16:15:22,0
36,technician,single,secondary,0,0,mobile-phone,21,aug,2,-1,0,,13:18:30,13:19:37,0
71,retired,married,secondary,0,0,mobile-phone,17,nov,2,-1,0,,13:54:13,14:06:40,1
30,data analyst,married,tertiary,1,0,,6,jul,1,-1,0,,16:47:44,16:48:26,0
45,data analyst,married,tertiary,0,0,,13,may,1,-1,0,,12:12:33,12:13:33,0
24,construction worker,single,secondary,1,0,mobile-phone,18,may,2,-1,0,,16:44:37,16:48:06,0
40,civil servant,married,secondary,1,0,mobile-phone,12,may,2,-1,0,,09:18:00,09:30:30,1
49,civil servant,married,secondary,1,1,,2,jun,3,-1,0,,09:00:49,09:07:21,0
32,civil servant,single,tertiary,1,0,mobile-phone,1,apr,1,261,3,other,13:13:18,13:32:34,0
67,retired,married,,0,0,telephone,14,jun,5,116,4,call-again,11:04:09,11:08:47,1
31,construction worker,married,primary,0,0,,2,jun,2,-1,0,,14:00:56,14:09:48,0
56,construction worker,married,secondary,1,0,,29,may,2,-1,0,,09:40:41,09:53:52,1
51,technician,divorced,secondary,1,0,mobile-phone,20,nov,1,-1,0,,14:18:37,14:20:41,0
33,construction worker,married,secondary,1,0,mobile-phone,24,jul,1,-1,0,,14:06:10,14:09:38,0
29,construction worker,married,secondary,1,0,,6,jun,3,-1,0,,09:15:10,09:37:20,0
42,construction worker,divorced,secondary,1,0,,30,may,4,-1,0,,10:03:04,10:06:28,0
53,data analyst,married,tertiary,1,0,mobile-phone,9,nov,2,96,4,failure,17:15:59,17:22:10,0
69,data analyst,married,tertiary,0,0,telephone,5,feb,3,-1,0,,16:58:23,17:00:31,1
51,engineer,married,secondary,1,1,mobile-phone,16,jul,5,183,2,failure,09:05:35,09:06:59,0
30,data analyst,single,tertiary,0,0,mobile-phone,28,apr,2,181,8,success,10:56:54,11:05:59,1
30,construction worker,single,primary,0,0,mobile-phone,15,jul,3,-1,0,,14:39:40,14:51:36,1
34,engineer,married,secondary,0,0,mobile-phone,19,aug,2,-1,0,,15:20:16,15:24:32,0
44,technician,single,tertiary,0,0,mobile-phone,26,may,3,-1,0,,11:14:20,11:18:02,0
32,construction worker,single,primary,1,0,mobile-phone,28,jul,2,-1,0,,10:28:22,10:30:38,0
43,data analyst,married,tertiary,0,0,mobile-phone,13,aug,6,-1,0,,10:37:25,10:43:44,1
27,data analyst,single,secondary,1,0,mobile-phone,3,feb,1,-1,0,,17:34:57,17:36:21,0
32,technician,single,tertiary,1,1,mobile-phone,13,may,2,-1,0,,14:26:16,14:33:36,1
27,construction worker,single,primary,0,0,mobile-phone,19,feb,2,-1,0,,15:42:20,15:53:05,1
56,data analyst,married,tertiary,0,0,mobile-phone,4,may,1,-1,0,,13:39:42,13:43:46,1
33,civil servant,married,secondary,1,0,mobile-phone,20,apr,1,-1,0,,16:44:50,16:47:21,0
69,retired,married,secondary,0,0,mobile-phone,8,jul,3,-1,0,,14:48:35,15:04:42,1
56,self-employed,married,,0,0,mobile-phone,19,aug,1,-1,0,,13:37:09,13:39:19,0
44,unemployed,single,primary,0,1,mobile-phone,30,jul,2,-1,0,,16:44:16,16:57:24,1
35,self-employed,single,tertiary,0,0,,26,jun,4,-1,0,,17:05:19,17:14:08,0
58,retired,divorced,primary,0,1,mobile-phone,10,jul,5,-1,0,,09:10:06,09:12:47,0
25,data analyst,single,tertiary,0,0,mobile-phone,12,aug,2,104,2,failure,09:56:53,10:00:35,0
34,data analyst,married,tertiary,0,0,mobile-phone,11,aug,3,-1,0,,14:44:45,14:45:42,0
47,data analyst,married,tertiary,1,0,mobile-phone,25,jul,5,-1,0,,13:51:19,13:52:24,0
58,construction worker,single,primary,1,0,mobile-phone,12,may,4,-1,0,,11:40:46,11:50:46,0
27,technician,single,secondary,0,0,,1,jul,2,-1,0,,13:09:51,13:20:41,1
30,data analyst,single,tertiary,1,0,,23,may,1,-1,0,,10:17:11,10:19:43,0
49,civil servant,married,secondary,0,0,telephone,9,feb,4,-1,0,,09:10:02,09:42:53,1
54,civil servant,divorced,,1,0,mobile-phone,16,apr,1,-1,0,,16:18:17,16:22:40,0
33,data analyst,single,tertiary,0,0,mobile-phone,23,sep,2,92,4,success,15:15:01,15:21:50,1
27,civil servant,single,secondary,0,1,mobile-phone,8,jul,2,-1,0,,17:43:42,17:53:48,0
45,engineer,married,secondary,0,0,mobile-phone,4,may,1,90,2,success,17:21:58,17:31:10,1
38,technician,married,secondary,1,0,,30,may,3,-1,0,,12:52:23,13:05:05,1
31,technician,married,secondary,1,0,mobile-phone,4,may,2,-1,0,,17:17:31,17:23:18,1
34,data analyst,married,tertiary,1,0,mobile-phone,26,apr,3,-1,0,,15:27:24,15:29:21,0
53,technician,married,secondary,0,0,,19,jun,3,-1,0,,12:14:02,12:36:00,1
33,construction worker,married,secondary,1,0,,4,jun,3,-1,0,,13:15:28,13:16:55,0
49,construction worker,married,primary,1,0,mobile-phone,17,apr,1,260,7,failure,15:30:38,15:31:54,0
35,construction worker,married,primary,1,0,mobile-phone,6,may,2,-1,0,,14:48:34,14:50:11,0
32,civil servant,single,secondary,1,0,mobile-phone,25,may,2,-1,0,,13:46:57,13:49:35,1
33,data analyst,married,tertiary,0,0,mobile-phone,13,aug,2,-1,0,,14:23:10,14:42:18,1
33,construction worker,married,secondary,1,0,mobile-phone,14,may,2,358,2,failure,12:43:08,12:48:40,0
51,construction worker,married,secondary,1,0,,14,may,1,-1,0,,15:15:29,15:30:56,1
60,data analyst,married,tertiary,0,0,mobile-phone,31,aug,5,186,3,other,16:18:57,16:25:52,1
53,retired,married,secondary,0,1,,2,jun,3,-1,0,,17:02:23,17:06:38,0
43,unemployed,divorced,secondary,1,0,,13,may,1,-1,0,,17:48:32,17:50:45,0
27,engineer,single,secondary,0,0,mobile-phone,12,apr,1,241,9,other,12:39:36,12:45:15,0
34,engineer,divorced,secondary,1,0,mobile-phone,12,may,1,350,5,failure,17:42:20,17:50:55,1
25,engineer,single,tertiary,0,0,mobile-phone,26,may,1,-1,0,,13:29:01,13:30:09,0
36,construction worker,married,tertiary,1,0,,18,jun,3,-1,0,,13:56:55,13:58:47,0
48,unemployed,divorced,secondary,0,0,mobile-phone,10,feb,2,92,2,success,16:59:44,17:06:30,1
30,civil servant,single,secondary,1,1,mobile-phone,17,apr,4,329,2,call-again,14:16:54,14:21:36,0
43,retired,married,primary,0,0,mobile-phone,12,aug,2,-1,0,,16:15:47,16:17:48,0
36,civil servant,married,secondary,1,1,mobile-phone,18,jul,6,-1,0,,17:34:38,17:46:46,0
22,unemployed,single,tertiary,0,0,mobile-phone,28,jul,3,93,1,call-again,15:33:01,15:34:56,1
28,construction worker,married,secondary,0,0,mobile-phone,30,apr,1,-1,0,,11:41:27,11:44:18,0
32,technician,single,secondary,1,0,mobile-phone,6,may,1,167,1,success,16:47:25,16:50:03,0
44,technician,married,secondary,1,0,mobile-phone,18,nov,1,110,2,failure,10:45:40,10:47:47,0
42,technician,single,secondary,0,0,mobile-phone,21,jul,1,-1,0,,09:13:56,09:16:53,0
33,technician,married,secondary,0,0,mobile-phone,12,aug,4,-1,0,,14:37:49,14:45:08,1
55,retired,divorced,secondary,0,1,mobile-phone,24,jul,1,-1,0,,16:59:55,17:23:32,1
53,engineer,divorced,secondary,1,0,mobile-phone,17,apr,2,343,2,other,13:30:30,13:36:14,0
37,technician,single,secondary,1,0,mobile-phone,6,may,11,351,1,failure,16:00:36,16:00:43,0
57,data analyst,divorced,tertiary,1,0,mobile-phone,31,mar,4,-1,0,,15:41:04,15:52:28,0
34,technician,married,secondary,1,1,mobile-phone,12,may,2,173,1,failure,12:42:17,12:45:48,0
28,technician,single,tertiary,1,1,,28,may,2,-1,0,,12:52:24,12:53:26,0
41,data analyst,married,tertiary,1,0,mobile-phone,29,jul,12,-1,0,,14:40:26,14:41:31,0
41,data analyst,married,tertiary,1,0,mobile-phone,26,aug,8,-1,0,,11:10:57,11:12:43,0
32,data analyst,married,tertiary,0,0,mobile-phone,20,apr,2,150,2,failure,11:19:15,11:20:51,0
31,technician,married,tertiary,1,0,,24,jun,3,-1,0,,17:29:38,17:35:29,0
75,retired,married,primary,0,0,mobile-phone,1,sep,2,188,2,success,15:07:13,15:16:05,1
47,construction worker,married,primary,1,0,,13,may,2,-1,0,,17:06:10,17:19:01,0
59,data analyst,married,tertiary,1,0,,15,may,32,-1,0,,10:36:51,10:39:03,0
54,civil servant,divorced,secondary,0,0,mobile-phone,18,mar,1,290,3,success,09:10:43,09:16:45,1
34,construction worker,married,primary,1,0,mobile-phone,21,nov,1,-1,0,,11:07:23,11:24:25,1
42,technician,married,tertiary,1,1,mobile-phone,15,may,7,330,2,failure,12:01:55,12:02:06,0
39,technician,married,tertiary,0,0,,20,jun,5,-1,0,,16:47:21,16:48:05,0
55,retired,married,primary,0,1,mobile-phone,6,aug,2,-1,0,,14:51:22,14:53:25,0
52,data analyst,divorced,tertiary,0,0,mobile-phone,3,jun,2,-1,0,,09:46:54,09:50:24,1
47,engineer,married,secondary,0,0,mobile-phone,8,aug,3,-1,0,,16:38:59,16:39:56,0
56,retired,married,secondary,1,0,mobile-phone,15,jun,2,-1,0,,17:27:06,17:33:28,1
31,data analyst,single,tertiary,0,0,mobile-phone,2,feb,1,-1,0,,09:23:44,09:25:07,0
63,data analyst,married,tertiary,0,0,telephone,13,nov,2,95,3,failure,12:35:46,13:12:10,1
63,data analyst,married,tertiary,0,0,mobile-phone,12,oct,2,182,6,failure,15:33:35,15:35:45,0
34,data analyst,single,tertiary,0,0,mobile-phone,13,aug,1,-1,0,,13:56:59,14:09:17,1
37,unemployed,single,secondary,0,0,telephone,27,apr,2,179,3,other,13:52:28,13:59:34,1
33,construction worker,married,secondary,1,1,mobile-phone,18,may,2,291,5,failure,09:23:29,09:35:41,1
44,technician,married,secondary,1,0,mobile-phone,2,feb,1,-1,0,,15:35:23,15:41:34,0
53,construction worker,married,secondary,0,0,,24,jun,4,-1,0,,11:56:21,11:58:47,0
39,construction worker,single,primary,0,0,,17,jun,4,-1,0,,12:13:18,12:16:02,0
33,engineer,married,secondary,1,0,,28,may,2,-1,0,,15:47:47,15:51:52,0
27,construction worker,single,primary,1,0,mobile-phone,13,may,2,-1,0,,11:21:51,11:40:30,1
40,technician,married,secondary,0,0,mobile-phone,16,oct,1,147,5,failure,09:23:21,09:30:48,1
30,engineer,single,secondary,1,0,,27,apr,1,-1,0,,11:33:39,11:39:49,1
40,construction worker,married,secondary,0,0,mobile-phone,17,nov,1,117,1,failure,16:38:22,16:45:10,0
34,data analyst,single,tertiary,1,0,,23,may,1,-1,0,,09:07:30,09:13:16,0
35,construction worker,married,primary,0,0,,13,may,4,-1,0,,11:11:09,11:19:33,1
47,construction worker,married,secondary,1,0,mobile-phone,6,may,1,282,3,failure,15:39:55,15:43:12,0
30,unemployed,single,secondary,0,0,mobile-phone,12,nov,1,279,1,failure,15:13:06,15:14:56,1
53,construction worker,divorced,primary,1,0,mobile-phone,20,nov,2,-1,0,,16:37:01,16:38:36,0
41,engineer,divorced,secondary,1,1,telephone,15,mar,6,182,2,success,16:53:22,16:58:22,1
19,student,single,secondary,0,0,mobile-phone,5,apr,3,-1,0,,12:44:12,12:49:39,1
37,civil servant,married,secondary,0,0,,18,jun,1,-1,0,,16:50:42,16:52:27,0
57,retired,married,secondary,0,0,,19,jun,4,-1,0,,16:58:34,17:00:07,0
68,retired,married,tertiary,0,0,mobile-phone,4,aug,1,1,7,success,12:23:41,12:34:32,1
31,technician,single,secondary,0,0,mobile-phone,8,aug,2,-1,0,,15:54:31,15:56:49,0
39,technician,married,secondary,0,1,mobile-phone,15,apr,1,-1,0,,14:14:44,14:18:18,1
36,construction worker,single,secondary,1,0,telephone,12,may,1,-1,0,,17:47:23,17:48:15,0
38,unemployed,married,primary,1,0,mobile-phone,25,jan,1,202,2,success,12:19:14,12:30:50,1
42,construction worker,single,secondary,0,0,mobile-phone,28,jan,3,-1,0,,13:32:02,13:41:29,0
32,engineer,married,tertiary,0,0,mobile-phone,21,aug,2,-1,0,,09:20:03,09:22:31,0
66,retired,married,tertiary,0,0,mobile-phone,28,jan,1,91,4,success,11:11:52,11:15:28,1
39,entrepreneur,married,tertiary,1,0,mobile-phone,11,jul,2,-1,0,,11:18:33,11:21:46,0
31,technician,single,secondary,1,0,,3,jun,2,-1,0,,09:02:17,09:07:59,0
30,data analyst,single,tertiary,1,0,mobile-phone,25,oct,1,94,2,success,12:09:48,12:14:52,1
19,student,single,secondary,0,0,telephone,8,jul,3,-1,0,,09:17:25,09:24:49,1
49,construction worker,married,secondary,0,0,telephone,5,feb,6,-1,0,,16:16:42,16:21:02,0
39,civil servant,married,secondary,1,0,mobile-phone,18,may,2,-1,0,,17:09:47,17:26:59,1
33,construction worker,married,primary,1,0,mobile-phone,20,apr,1,339,3,failure,11:05:38,11:08:56,0
46,construction worker,married,secondary,0,1,mobile-phone,14,jul,2,-1,0,,14:29:32,14:32:03,0
26,technician,divorced,secondary,1,0,,27,may,1,-1,0,,14:17:44,14:19:57,0
37,civil servant,single,secondary,0,0,mobile-phone,4,feb,1,-1,0,,13:33:29,13:38:30,0
35,engineer,divorced,secondary,1,0,,4,jun,1,-1,0,,16:02:24,16:17:32,1
39,civil servant,married,secondary,0,0,telephone,2,feb,3,-1,0,,16:04:36,16:28:16,1
34,construction worker,single,secondary,0,0,mobile-phone,3,mar,3,-1,0,,13:15:55,13:21:45,1
44,construction worker,married,,1,0,,26,may,3,-1,0,,09:29:21,09:32:16,0
48,civil servant,married,secondary,0,0,mobile-phone,2,feb,2,-1,0,,15:41:48,15:48:57,0
57,entrepreneur,married,,1,1,mobile-phone,22,jul,4,-1,0,,17:02:32,17:06:28,0
35,engineer,married,tertiary,1,0,mobile-phone,8,jun,1,-1,0,,17:42:36,17:44:02,0
80,retired,married,primary,0,0,telephone,12,mar,1,93,2,success,14:20:06,14:24:56,1
38,unemployed,single,secondary,1,0,mobile-phone,4,feb,1,230,1,other,10:21:03,10:23:14,0
30,construction worker,married,secondary,0,1,mobile-phone,9,jul,1,-1,0,,10:51:56,10:57:43,0
41,construction worker,married,secondary,1,0,,14,may,1,-1,0,,12:41:34,12:55:52,1
48,unemployed,divorced,secondary,1,0,telephone,3,feb,1,-1,0,,16:05:55,16:06:40,0
